areaType,areaName,areaCode,dateyear,newCasesByPublishDate
nation,Scotland,S92000003,09/05/2020,156
nation,Scotland,S92000003,08/05/2020,225
nation,Scotland,S92000003,07/05/2020,215
nation,Scotland,S92000003,06/05/2020,272
nation,Scotland,S92000003,05/05/2020,171
nation,Scotland,S92000003,04/05/2020,169
nation,Scotland,S92000003,03/05/2020,170
nation,Scotland,S92000003,02/05/2020,273
nation,Scotland,S92000003,01/05/2020,301
nation,Scotland,S92000003,30/04/2020,319
nation,Scotland,S92000003,29/04/2020,313
nation,Scotland,S92000003,28/04/2020,200
nation,Scotland,S92000003,27/04/2020,197
nation,Scotland,S92000003,26/04/2020,273
nation,Scotland,S92000003,25/04/2020,354
nation,Scotland,S92000003,24/04/2020,288
nation,Scotland,S92000003,23/04/2020,371
nation,Scotland,S92000003,22/04/2020,366
nation,Scotland,S92000003,21/04/2020,222
nation,Scotland,S92000003,20/04/2020,263
nation,Scotland,S92000003,19/04/2020,367
nation,Scotland,S92000003,18/04/2020,411
nation,Scotland,S92000003,17/04/2020,307
nation,Scotland,S92000003,16/04/2020,354
nation,Scotland,S92000003,15/04/2020,390
nation,Scotland,S92000003,14/04/2020,291
nation,Scotland,S92000003,13/04/2020,155
nation,Scotland,S92000003,12/04/2020,322
nation,Scotland,S92000003,11/04/2020,315
nation,Scotland,S92000003,10/04/2020,318
nation,Scotland,S92000003,09/04/2020,392
nation,Scotland,S92000003,08/04/2020,336
nation,Scotland,S92000003,07/04/2020,268
nation,Scotland,S92000003,06/04/2020,255
nation,Scotland,S92000003,05/04/2020,361
nation,Scotland,S92000003,04/04/2020,344
nation,Scotland,S92000003,03/04/2020,399
nation,Scotland,S92000003,02/04/2020,292
nation,Scotland,S92000003,01/04/2020,317
nation,Scotland,S92000003,31/03/2020,430
nation,Scotland,S92000003,30/03/2020,179
nation,Scotland,S92000003,29/03/2020,139
nation,Scotland,S92000003,28/03/2020,186
nation,Scotland,S92000003,27/03/2020,165
nation,Scotland,S92000003,26/03/2020,175
nation,Scotland,S92000003,25/03/2020,135
nation,Scotland,S92000003,24/03/2020,85
nation,Scotland,S92000003,23/03/2020,83
nation,Scotland,S92000003,22/03/2020,43
nation,Scotland,S92000003,21/03/2020,51
nation,Scotland,S92000003,20/03/2020,56
nation,Scotland,S92000003,19/03/2020,39
nation,Scotland,S92000003,18/03/2020,32
nation,Scotland,S92000003,17/03/2020,24
nation,Scotland,S92000003,16/03/2020,18
nation,Scotland,S92000003,15/03/2020,32
nation,Scotland,S92000003,14/03/2020,36
nation,Scotland,S92000003,13/03/2020,25
nation,Scotland,S92000003,12/03/2020,24
nation,Scotland,S92000003,11/03/2020,9
nation,Scotland,S92000003,10/03/2020,4
nation,Scotland,S92000003,09/03/2020,5
nation,Scotland,S92000003,08/03/2020,2
nation,Scotland,S92000003,07/03/2020,5
nation,Scotland,S92000003,06/03/2020,5
nation,Scotland,S92000003,05/03/2020,3
nation,Scotland,S92000003,04/03/2020,2
nation,Scotland,S92000003,03/03/2020,0
nation,Scotland,S92000003,02/03/2020,1
nation,Wales,W92000004,27/11/2021,0
nation,Wales,W92000004,26/11/2021,2927
nation,Wales,W92000004,25/11/2021,2377
nation,Wales,W92000004,24/11/2021,2154
nation,Wales,W92000004,23/11/2021,1931
nation,Wales,W92000004,22/11/2021,4489
nation,Wales,W92000004,21/11/2021,2408
nation,Wales,W92000004,20/11/2021,0
nation,Wales,W92000004,19/11/2021,2456
nation,Wales,W92000004,18/11/2021,2576
nation,Wales,W92000004,17/11/2021,2417
nation,Wales,W92000004,16/11/2021,1921
nation,Wales,W92000004,15/11/2021,4520
nation,Wales,W92000004,14/11/2021,2659
nation,Wales,W92000004,13/11/2021,0
nation,Wales,W92000004,12/11/2021,2784
nation,Wales,W92000004,11/11/2021,2134
nation,Wales,W92000004,10/11/2021,2171
nation,Wales,W92000004,09/11/2021,1784
nation,Wales,W92000004,08/11/2021,4303
nation,Wales,W92000004,07/11/2021,2583
nation,Wales,W92000004,06/11/2021,0
nation,Wales,W92000004,05/11/2021,1986
nation,Wales,W92000004,04/11/2021,2799
nation,Wales,W92000004,03/11/2021,2492
nation,Wales,W92000004,02/11/2021,2210
nation,Wales,W92000004,01/11/2021,4983
nation,Wales,W92000004,31/10/2021,3016
nation,Wales,W92000004,30/10/2021,0
nation,Wales,W92000004,29/10/2021,2561
nation,Wales,W92000004,28/10/2021,2664
nation,Wales,W92000004,27/10/2021,2582
nation,Wales,W92000004,26/10/2021,5288
nation,Wales,W92000004,25/10/2021,0
nation,Wales,W92000004,24/10/2021,3152
nation,Wales,W92000004,23/10/2021,0
nation,Wales,W92000004,22/10/2021,3296
nation,Wales,W92000004,21/10/2021,4240
nation,Wales,W92000004,20/10/2021,3450
nation,Wales,W92000004,19/10/2021,3200
nation,Wales,W92000004,18/10/2021,6398
nation,Wales,W92000004,17/10/2021,2965
nation,Wales,W92000004,16/10/2021,0
nation,Wales,W92000004,15/10/2021,3130
nation,Wales,W92000004,14/10/2021,2635
nation,Wales,W92000004,13/10/2021,2266
nation,Wales,W92000004,12/10/2021,2047
nation,Wales,W92000004,11/10/2021,4469
nation,Wales,W92000004,10/10/2021,0
nation,Wales,W92000004,09/10/2021,0
nation,Wales,W92000004,08/10/2021,5705
nation,Wales,W92000004,07/10/2021,3400
nation,Wales,W92000004,06/10/2021,2007
nation,Wales,W92000004,05/10/2021,1758
nation,Wales,W92000004,04/10/2021,3986
nation,Wales,W92000004,03/10/2021,2331
nation,Wales,W92000004,02/10/2021,0
nation,Wales,W92000004,01/10/2021,3009
nation,Wales,W92000004,30/09/2021,2580
nation,Wales,W92000004,29/09/2021,3369
nation,Wales,W92000004,28/09/2021,2270
nation,Wales,W92000004,27/09/2021,5659
nation,Wales,W92000004,26/09/2021,3303
nation,Wales,W92000004,25/09/2021,0
nation,Wales,W92000004,24/09/2021,2727
nation,Wales,W92000004,23/09/2021,2476
nation,Wales,W92000004,22/09/2021,2485
nation,Wales,W92000004,21/09/2021,2576
nation,Wales,W92000004,20/09/2021,5258
nation,Wales,W92000004,19/09/2021,2717
nation,Wales,W92000004,18/09/2021,0
nation,Wales,W92000004,17/09/2021,2618
nation,Wales,W92000004,16/09/2021,2891
nation,Wales,W92000004,15/09/2021,2298
nation,Wales,W92000004,14/09/2021,1924
nation,Wales,W92000004,13/09/2021,4308
nation,Wales,W92000004,12/09/2021,2317
nation,Wales,W92000004,11/09/2021,0
nation,Wales,W92000004,10/09/2021,2467
nation,Wales,W92000004,09/09/2021,2297
nation,Wales,W92000004,08/09/2021,2669
nation,Wales,W92000004,07/09/2021,2504
nation,Wales,W92000004,06/09/2021,5161
nation,Wales,W92000004,05/09/2021,2389
nation,Wales,W92000004,04/09/2021,0
nation,Wales,W92000004,03/09/2021,2391
nation,Wales,W92000004,02/09/2021,2275
nation,Wales,W92000004,01/09/2021,3328
nation,Wales,W92000004,31/08/2021,3872
nation,Wales,W92000004,30/08/2021,0
nation,Wales,W92000004,29/08/2021,2357
nation,Wales,W92000004,28/08/2021,0
nation,Wales,W92000004,27/08/2021,1791
nation,Wales,W92000004,26/08/2021,2389
nation,Wales,W92000004,25/08/2021,1705
nation,Wales,W92000004,24/08/2021,1393
nation,Wales,W92000004,23/08/2021,3247
nation,Wales,W92000004,22/08/2021,1626
nation,Wales,W92000004,21/08/2021,0
nation,Wales,W92000004,20/08/2021,1728
nation,Wales,W92000004,19/08/2021,1480
nation,Wales,W92000004,18/08/2021,1373
nation,Wales,W92000004,17/08/2021,761
nation,Wales,W92000004,16/08/2021,2394
nation,Wales,W92000004,15/08/2021,1099
nation,Wales,W92000004,14/08/2021,0
nation,Wales,W92000004,13/08/2021,1090
nation,Wales,W92000004,12/08/2021,1846
nation,Wales,W92000004,11/08/2021,0
nation,Wales,W92000004,10/08/2021,543
nation,Wales,W92000004,09/08/2021,1364
nation,Wales,W92000004,08/08/2021,864
nation,Wales,W92000004,07/08/2021,0
nation,Wales,W92000004,06/08/2021,803
nation,Wales,W92000004,05/08/2021,681
nation,Wales,W92000004,04/08/2021,608
nation,Wales,W92000004,03/08/2021,581
nation,Wales,W92000004,02/08/2021,1106
nation,Wales,W92000004,01/08/2021,719
nation,Wales,W92000004,31/07/2021,0
nation,Wales,W92000004,30/07/2021,824
nation,Wales,W92000004,29/07/2021,724
nation,Wales,W92000004,28/07/2021,588
nation,Wales,W92000004,27/07/2021,704
nation,Wales,W92000004,26/07/2021,1130
nation,Wales,W92000004,25/07/2021,1238
nation,Wales,W92000004,24/07/2021,0
nation,Wales,W92000004,23/07/2021,755
nation,Wales,W92000004,22/07/2021,712
nation,Wales,W92000004,21/07/2021,941
nation,Wales,W92000004,20/07/2021,555
nation,Wales,W92000004,19/07/2021,2053
nation,Wales,W92000004,18/07/2021,1112
nation,Wales,W92000004,17/07/2021,0
nation,Wales,W92000004,16/07/2021,1083
nation,Wales,W92000004,15/07/2021,861
nation,Wales,W92000004,14/07/2021,1135
nation,Wales,W92000004,13/07/2021,737
nation,Wales,W92000004,12/07/2021,1190
nation,Wales,W92000004,11/07/2021,698
nation,Wales,W92000004,10/07/2021,0
nation,Wales,W92000004,09/07/2021,655
nation,Wales,W92000004,08/07/2021,701
nation,Wales,W92000004,07/07/2021,663
nation,Wales,W92000004,06/07/2021,698
nation,Wales,W92000004,05/07/2021,1256
nation,Wales,W92000004,04/07/2021,535
nation,Wales,W92000004,03/07/2021,0
nation,Wales,W92000004,02/07/2021,570
nation,Wales,W92000004,01/07/2021,481
nation,Wales,W92000004,30/06/2021,513
nation,Wales,W92000004,29/06/2021,281
nation,Wales,W92000004,28/06/2021,670
nation,Wales,W92000004,27/06/2021,416
nation,Wales,W92000004,26/06/2021,0
nation,Wales,W92000004,25/06/2021,336
nation,Wales,W92000004,24/06/2021,438
nation,Wales,W92000004,23/06/2021,213
nation,Wales,W92000004,22/06/2021,175
nation,Wales,W92000004,21/06/2021,484
nation,Wales,W92000004,20/06/2021,176
nation,Wales,W92000004,19/06/2021,0
nation,Wales,W92000004,18/06/2021,163
nation,Wales,W92000004,17/06/2021,140
nation,Wales,W92000004,16/06/2021,141
nation,Wales,W92000004,15/06/2021,98
nation,Wales,W92000004,14/06/2021,247
nation,Wales,W92000004,13/06/2021,115
nation,Wales,W92000004,12/06/2021,0
nation,Wales,W92000004,11/06/2021,118
nation,Wales,W92000004,10/06/2021,113
nation,Wales,W92000004,09/06/2021,223
nation,Wales,W92000004,08/06/2021,22
nation,Wales,W92000004,07/06/2021,75
nation,Wales,W92000004,06/06/2021,92
nation,Wales,W92000004,05/06/2021,0
nation,Wales,W92000004,04/06/2021,71
nation,Wales,W92000004,03/06/2021,49
nation,Wales,W92000004,02/06/2021,83
nation,Wales,W92000004,01/06/2021,94
nation,Wales,W92000004,31/05/2021,0
nation,Wales,W92000004,30/05/2021,30
nation,Wales,W92000004,29/05/2021,0
nation,Wales,W92000004,28/05/2021,32
nation,Wales,W92000004,27/05/2021,58
nation,Wales,W92000004,26/05/2021,28
nation,Wales,W92000004,25/05/2021,19
nation,Wales,W92000004,24/05/2021,101
nation,Wales,W92000004,23/05/2021,46
nation,Wales,W92000004,22/05/2021,0
nation,Wales,W92000004,21/05/2021,28
nation,Wales,W92000004,20/05/2021,45
nation,Wales,W92000004,19/05/2021,44
nation,Wales,W92000004,18/05/2021,32
nation,Wales,W92000004,17/05/2021,91
nation,Wales,W92000004,16/05/2021,54
nation,Wales,W92000004,15/05/2021,0
nation,Wales,W92000004,14/05/2021,54
nation,Wales,W92000004,13/05/2021,59
nation,Wales,W92000004,12/05/2021,22
nation,Wales,W92000004,11/05/2021,30
nation,Wales,W92000004,10/05/2021,104
nation,Wales,W92000004,09/05/2021,54
nation,Wales,W92000004,08/05/2021,0
nation,Wales,W92000004,07/05/2021,47
nation,Wales,W92000004,06/05/2021,34
nation,Wales,W92000004,05/05/2021,54
nation,Wales,W92000004,04/05/2021,65
nation,Wales,W92000004,03/05/2021,0
nation,Wales,W92000004,02/05/2021,79
nation,Wales,W92000004,01/05/2021,0
nation,Wales,W92000004,30/04/2021,36
nation,Wales,W92000004,29/04/2021,69
nation,Wales,W92000004,28/04/2021,35
nation,Wales,W92000004,27/04/2021,33
nation,Wales,W92000004,26/04/2021,97
nation,Wales,W92000004,25/04/2021,62
nation,Wales,W92000004,24/04/2021,0
nation,Wales,W92000004,23/04/2021,58
nation,Wales,W92000004,22/04/2021,63
nation,Wales,W92000004,21/04/2021,64
nation,Wales,W92000004,20/04/2021,53
nation,Wales,W92000004,19/04/2021,102
nation,Wales,W92000004,18/04/2021,94
nation,Wales,W92000004,17/04/2021,0
nation,Wales,W92000004,16/04/2021,48
nation,Wales,W92000004,15/04/2021,105
nation,Wales,W92000004,14/04/2021,62
nation,Wales,W92000004,13/04/2021,69
nation,Wales,W92000004,12/04/2021,50
nation,Wales,W92000004,11/04/2021,53
nation,Wales,W92000004,10/04/2021,130
nation,Wales,W92000004,09/04/2021,114
nation,Wales,W92000004,08/04/2021,82
nation,Wales,W92000004,07/04/2021,82
nation,Wales,W92000004,06/04/2021,126
nation,Wales,W92000004,05/04/2021,189
nation,Wales,W92000004,04/04/2021,0
nation,Wales,W92000004,03/04/2021,95
nation,Wales,W92000004,02/04/2021,0
nation,Wales,W92000004,01/04/2021,188
nation,Wales,W92000004,31/03/2021,60
nation,Wales,W92000004,30/03/2021,94
nation,Wales,W92000004,29/03/2021,125
nation,Wales,W92000004,28/03/2021,171
nation,Wales,W92000004,27/03/2021,201
nation,Wales,W92000004,26/03/2021,190
nation,Wales,W92000004,25/03/2021,227
nation,Wales,W92000004,24/03/2021,159
nation,Wales,W92000004,23/03/2021,127
nation,Wales,W92000004,22/03/2021,150
nation,Wales,W92000004,21/03/2021,196
nation,Wales,W92000004,20/03/2021,208
nation,Wales,W92000004,19/03/2021,201
nation,Wales,W92000004,18/03/2021,297
nation,Wales,W92000004,17/03/2021,145
nation,Wales,W92000004,16/03/2021,142
nation,Wales,W92000004,15/03/2021,248
nation,Wales,W92000004,14/03/2021,217
nation,Wales,W92000004,13/03/2021,210
nation,Wales,W92000004,12/03/2021,190
nation,Wales,W92000004,11/03/2021,195
nation,Wales,W92000004,10/03/2021,225
nation,Wales,W92000004,09/03/2021,166
nation,Wales,W92000004,08/03/2021,164
nation,Wales,W92000004,07/03/2021,152
nation,Wales,W92000004,06/03/2021,195
nation,Wales,W92000004,05/03/2021,230
nation,Wales,W92000004,04/03/2021,267
nation,Wales,W92000004,03/03/2021,208
nation,Wales,W92000004,02/03/2021,170
nation,Wales,W92000004,01/03/2021,193
nation,Wales,W92000004,28/02/2021,247
nation,Wales,W92000004,27/02/2021,198
nation,Wales,W92000004,26/02/2021,308
nation,Wales,W92000004,25/02/2021,312
nation,Wales,W92000004,24/02/2021,236
nation,Wales,W92000004,23/02/2021,317
nation,Wales,W92000004,22/02/2021,319
nation,Wales,W92000004,21/02/2021,336
nation,Wales,W92000004,20/02/2021,363
nation,Wales,W92000004,19/02/2021,533
nation,Wales,W92000004,18/02/2021,290
nation,Wales,W92000004,17/02/2021,374
nation,Wales,W92000004,16/02/2021,275
nation,Wales,W92000004,15/02/2021,363
nation,Wales,W92000004,14/02/2021,394
nation,Wales,W92000004,13/02/2021,400
nation,Wales,W92000004,12/02/2021,608
nation,Wales,W92000004,11/02/2021,410
nation,Wales,W92000004,10/02/2021,323
nation,Wales,W92000004,09/02/2021,351
nation,Wales,W92000004,08/02/2021,610
nation,Wales,W92000004,07/02/2021,461
nation,Wales,W92000004,06/02/2021,675
nation,Wales,W92000004,05/02/2021,399
nation,Wales,W92000004,04/02/2021,544
nation,Wales,W92000004,03/02/2021,455
nation,Wales,W92000004,02/02/2021,614
nation,Wales,W92000004,01/02/2021,630
nation,Wales,W92000004,31/01/2021,605
nation,Wales,W92000004,30/01/2021,737
nation,Wales,W92000004,29/01/2021,546
nation,Wales,W92000004,28/01/2021,705
nation,Wales,W92000004,27/01/2021,537
nation,Wales,W92000004,26/01/2021,570
nation,Wales,W92000004,25/01/2021,872
nation,Wales,W92000004,24/01/2021,796
nation,Wales,W92000004,23/01/2021,1079
nation,Wales,W92000004,22/01/2021,801
nation,Wales,W92000004,21/01/2021,1153
nation,Wales,W92000004,20/01/2021,1283
nation,Wales,W92000004,19/01/2021,1106
nation,Wales,W92000004,18/01/2021,1332
nation,Wales,W92000004,17/01/2021,1172
nation,Wales,W92000004,16/01/2021,1129
nation,Wales,W92000004,15/01/2021,1808
nation,Wales,W92000004,14/01/2021,1644
nation,Wales,W92000004,13/01/2021,1533
nation,Wales,W92000004,12/01/2021,1332
nation,Wales,W92000004,11/01/2021,1793
nation,Wales,W92000004,10/01/2021,1660
nation,Wales,W92000004,09/01/2021,2373
nation,Wales,W92000004,08/01/2021,2487
nation,Wales,W92000004,07/01/2021,1718
nation,Wales,W92000004,06/01/2021,2238
nation,Wales,W92000004,05/01/2021,2069
nation,Wales,W92000004,04/01/2021,1898
nation,Wales,W92000004,03/01/2021,4011
nation,Wales,W92000004,02/01/2021,2764
nation,Wales,W92000004,01/01/2021,0
nation,Wales,W92000004,31/12/2020,1831
nation,Wales,W92000004,30/12/2020,2281
nation,Wales,W92000004,29/12/2020,2510
nation,Wales,W92000004,28/12/2020,2273
nation,Wales,W92000004,27/12/2020,4142
nation,Wales,W92000004,26/12/2020,2237
nation,Wales,W92000004,25/12/2020,0
nation,Wales,W92000004,24/12/2020,2161
nation,Wales,W92000004,23/12/2020,3013
nation,Wales,W92000004,22/12/2020,2761
nation,Wales,W92000004,21/12/2020,2563
nation,Wales,W92000004,20/12/2020,2334
nation,Wales,W92000004,19/12/2020,3065
nation,Wales,W92000004,18/12/2020,2801
nation,Wales,W92000004,17/12/2020,11468
nation,Wales,W92000004,16/12/2020,530
nation,Wales,W92000004,15/12/2020,615
nation,Wales,W92000004,14/12/2020,1228
nation,Wales,W92000004,13/12/2020,0
nation,Wales,W92000004,12/12/2020,2494
nation,Wales,W92000004,11/12/2020,2234
nation,Wales,W92000004,10/12/2020,1968
nation,Wales,W92000004,09/12/2020,2238
nation,Wales,W92000004,08/12/2020,780
nation,Wales,W92000004,07/12/2020,2021
nation,Wales,W92000004,06/12/2020,1916
nation,Wales,W92000004,05/12/2020,1645
nation,Wales,W92000004,04/12/2020,1471
nation,Wales,W92000004,03/12/2020,1473
nation,Wales,W92000004,02/12/2020,1480
nation,Wales,W92000004,01/12/2020,667
nation,Wales,W92000004,30/11/2020,802
nation,Wales,W92000004,29/11/2020,1004
nation,Wales,W92000004,28/11/2020,1445
nation,Wales,W92000004,27/11/2020,1105
nation,Wales,W92000004,26/11/2020,1251
nation,Wales,W92000004,25/11/2020,907
nation,Wales,W92000004,24/11/2020,595
nation,Wales,W92000004,23/11/2020,892
nation,Wales,W92000004,22/11/2020,808
nation,Wales,W92000004,21/11/2020,1016
nation,Wales,W92000004,20/11/2020,1020
nation,Wales,W92000004,19/11/2020,1048
nation,Wales,W92000004,18/11/2020,638
nation,Wales,W92000004,17/11/2020,705
nation,Wales,W92000004,16/11/2020,892
nation,Wales,W92000004,15/11/2020,1333
nation,Wales,W92000004,14/11/2020,933
nation,Wales,W92000004,13/11/2020,797
nation,Wales,W92000004,12/11/2020,867
nation,Wales,W92000004,11/11/2020,928
nation,Wales,W92000004,10/11/2020,444
nation,Wales,W92000004,09/11/2020,931
nation,Wales,W92000004,08/11/2020,744
nation,Wales,W92000004,07/11/2020,958
nation,Wales,W92000004,06/11/2020,1352
nation,Wales,W92000004,05/11/2020,1272
nation,Wales,W92000004,04/11/2020,1202
nation,Wales,W92000004,03/11/2020,1119
nation,Wales,W92000004,02/11/2020,1646
nation,Wales,W92000004,01/11/2020,819
nation,Wales,W92000004,31/10/2020,1301
nation,Wales,W92000004,30/10/2020,1737
nation,Wales,W92000004,29/10/2020,1375
nation,Wales,W92000004,28/10/2020,1414
nation,Wales,W92000004,27/10/2020,1207
nation,Wales,W92000004,26/10/2020,1158
nation,Wales,W92000004,25/10/2020,1104
nation,Wales,W92000004,24/10/2020,1324
nation,Wales,W92000004,23/10/2020,761
nation,Wales,W92000004,22/10/2020,1134
nation,Wales,W92000004,21/10/2020,962
nation,Wales,W92000004,20/10/2020,1148
nation,Wales,W92000004,19/10/2020,626
nation,Wales,W92000004,18/10/2020,950
nation,Wales,W92000004,17/10/2020,674
nation,Wales,W92000004,16/10/2020,979
nation,Wales,W92000004,15/10/2020,727
nation,Wales,W92000004,14/10/2020,946
nation,Wales,W92000004,13/10/2020,764
nation,Wales,W92000004,12/10/2020,487
nation,Wales,W92000004,11/10/2020,467
nation,Wales,W92000004,10/10/2020,627
nation,Wales,W92000004,09/10/2020,766
nation,Wales,W92000004,08/10/2020,638
nation,Wales,W92000004,07/10/2020,752
nation,Wales,W92000004,06/10/2020,425
nation,Wales,W92000004,05/10/2020,596
nation,Wales,W92000004,04/10/2020,432
nation,Wales,W92000004,03/10/2020,576
nation,Wales,W92000004,02/10/2020,462
nation,Wales,W92000004,01/10/2020,398
nation,Wales,W92000004,30/09/2020,388
nation,Wales,W92000004,29/09/2020,366
nation,Wales,W92000004,28/09/2020,286
nation,Wales,W92000004,27/09/2020,362
nation,Wales,W92000004,26/09/2020,370
nation,Wales,W92000004,25/09/2020,320
nation,Wales,W92000004,24/09/2020,348
nation,Wales,W92000004,23/09/2020,389
nation,Wales,W92000004,22/09/2020,281
nation,Wales,W92000004,21/09/2020,234
nation,Wales,W92000004,20/09/2020,199
nation,Wales,W92000004,19/09/2020,212
nation,Wales,W92000004,18/09/2020,185
nation,Wales,W92000004,17/09/2020,168
nation,Wales,W92000004,16/09/2020,199
nation,Wales,W92000004,15/09/2020,110
nation,Wales,W92000004,14/09/2020,183
nation,Wales,W92000004,13/09/2020,162
nation,Wales,W92000004,12/09/2020,164
nation,Wales,W92000004,11/09/2020,133
nation,Wales,W92000004,10/09/2020,102
nation,Wales,W92000004,09/09/2020,165
nation,Wales,W92000004,08/09/2020,150
nation,Wales,W92000004,07/09/2020,133
nation,Wales,W92000004,06/09/2020,98
nation,Wales,W92000004,05/09/2020,77
nation,Wales,W92000004,04/09/2020,51
nation,Wales,W92000004,03/09/2020,50
nation,Wales,W92000004,02/09/2020,42
nation,Wales,W92000004,01/09/2020,51
nation,Wales,W92000004,31/08/2020,39
nation,Wales,W92000004,30/08/2020,56
nation,Wales,W92000004,29/08/2020,40
nation,Wales,W92000004,28/08/2020,34
nation,Wales,W92000004,27/08/2020,35
nation,Wales,W92000004,26/08/2020,34
nation,Wales,W92000004,25/08/2020,28
nation,Wales,W92000004,24/08/2020,19
nation,Wales,W92000004,23/08/2020,20
nation,Wales,W92000004,22/08/2020,34
nation,Wales,W92000004,21/08/2020,34
nation,Wales,W92000004,20/08/2020,19
nation,Wales,W92000004,19/08/2020,21
nation,Wales,W92000004,18/08/2020,24
nation,Wales,W92000004,17/08/2020,14
nation,Wales,W92000004,16/08/2020,18
nation,Wales,W92000004,15/08/2020,27
nation,Wales,W92000004,14/08/2020,18
nation,Wales,W92000004,13/08/2020,15
nation,Wales,W92000004,12/08/2020,8
nation,Wales,W92000004,11/08/2020,13
nation,Wales,W92000004,10/08/2020,12
nation,Wales,W92000004,09/08/2020,26
nation,Wales,W92000004,08/08/2020,19
nation,Wales,W92000004,07/08/2020,17
nation,Wales,W92000004,06/08/2020,15
nation,Wales,W92000004,05/08/2020,14
nation,Wales,W92000004,04/08/2020,22
nation,Wales,W92000004,03/08/2020,24
nation,Wales,W92000004,02/08/2020,37
nation,Wales,W92000004,01/08/2020,21
nation,Wales,W92000004,31/07/2020,26
nation,Wales,W92000004,30/07/2020,9
nation,Wales,W92000004,29/07/2020,32
nation,Wales,W92000004,28/07/2020,21
nation,Wales,W92000004,27/07/2020,45
nation,Wales,W92000004,26/07/2020,22
nation,Wales,W92000004,25/07/2020,30
nation,Wales,W92000004,24/07/2020,45
nation,Wales,W92000004,23/07/2020,43
nation,Wales,W92000004,22/07/2020,22
nation,Wales,W92000004,21/07/2020,22
nation,Wales,W92000004,20/07/2020,15
nation,Wales,W92000004,19/07/2020,31
nation,Wales,W92000004,18/07/2020,10
nation,Wales,W92000004,17/07/2020,16
nation,Wales,W92000004,16/07/2020,18
nation,Wales,W92000004,15/07/2020,18
nation,Wales,W92000004,14/07/2020,21
nation,Wales,W92000004,13/07/2020,11
nation,Wales,W92000004,12/07/2020,16
nation,Wales,W92000004,11/07/2020,7
nation,Wales,W92000004,10/07/2020,10
nation,Wales,W92000004,09/07/2020,16
nation,Wales,W92000004,08/07/2020,13
nation,Wales,W92000004,07/07/2020,2
nation,Wales,W92000004,06/07/2020,8
nation,Wales,W92000004,05/07/2020,15
nation,Wales,W92000004,04/07/2020,34
nation,Wales,W92000004,03/07/2020,26
nation,Wales,W92000004,02/07/2020,41
nation,Wales,W92000004,01/07/2020,32
nation,Wales,W92000004,30/06/2020,26
nation,Wales,W92000004,29/06/2020,116
nation,Wales,W92000004,28/06/2020,25
nation,Wales,W92000004,27/06/2020,46
nation,Wales,W92000004,26/06/2020,65
nation,Wales,W92000004,25/06/2020,125
nation,Wales,W92000004,24/06/2020,47
nation,Wales,W92000004,23/06/2020,51
nation,Wales,W92000004,22/06/2020,71
nation,Wales,W92000004,21/06/2020,100
nation,Wales,W92000004,20/06/2020,25
nation,Wales,W92000004,19/06/2020,31
nation,Wales,W92000004,18/06/2020,48
nation,Wales,W92000004,17/06/2020,53
nation,Wales,W92000004,16/06/2020,65
nation,Wales,W92000004,15/06/2020,62
nation,Wales,W92000004,14/06/2020,39
nation,Wales,W92000004,13/06/2020,45
nation,Wales,W92000004,12/06/2020,77
nation,Wales,W92000004,11/06/2020,63
nation,Wales,W92000004,10/06/2020,38
nation,Wales,W92000004,09/06/2020,42
nation,Wales,W92000004,08/06/2020,42
nation,Wales,W92000004,07/06/2020,40
nation,Wales,W92000004,06/06/2020,42
nation,Wales,W92000004,05/06/2020,76
nation,Wales,W92000004,04/06/2020,35
nation,Wales,W92000004,03/06/2020,82
nation,Wales,W92000004,02/06/2020,67
nation,Wales,W92000004,01/06/2020,59
nation,Wales,W92000004,31/05/2020,82
nation,Wales,W92000004,30/05/2020,86
nation,Wales,W92000004,29/05/2020,102
nation,Wales,W92000004,28/05/2020,72
nation,Wales,W92000004,27/05/2020,97
nation,Wales,W92000004,26/05/2020,141
nation,Wales,W92000004,25/05/2020,106
nation,Wales,W92000004,24/05/2020,140
nation,Wales,W92000004,23/05/2020,185
nation,Wales,W92000004,22/05/2020,138
nation,Wales,W92000004,21/05/2020,166
nation,Wales,W92000004,20/05/2020,110
nation,Wales,W92000004,19/05/2020,166
nation,Wales,W92000004,18/05/2020,101
nation,Wales,W92000004,17/05/2020,162
nation,Wales,W92000004,16/05/2020,183
nation,Wales,W92000004,15/05/2020,126
nation,Wales,W92000004,14/05/2020,128
nation,Wales,W92000004,13/05/2020,133
nation,Wales,W92000004,12/05/2020,105
nation,Wales,W92000004,11/05/2020,124
nation,Wales,W92000004,10/05/2020,223
nation,Wales,W92000004,09/05/2020,118
nation,Wales,W92000004,08/05/2020,152
nation,Wales,W92000004,07/05/2020,87
nation,Wales,W92000004,06/05/2020,95
nation,Wales,W92000004,05/05/2020,145
nation,Wales,W92000004,04/05/2020,195
nation,Wales,W92000004,03/05/2020,174
nation,Wales,W92000004,02/05/2020,183
nation,Wales,W92000004,01/05/2020,160
nation,Wales,W92000004,30/04/2020,183
nation,Wales,W92000004,29/04/2020,117
nation,Wales,W92000004,28/04/2020,232
nation,Wales,W92000004,27/04/2020,203
nation,Wales,W92000004,26/04/2020,178
nation,Wales,W92000004,25/04/2020,299
nation,Wales,W92000004,24/04/2020,243
nation,Wales,W92000004,23/04/2020,234
nation,Wales,W92000004,22/04/2020,274
